time,temp,press,hum
2020-01-07 00:00,14.957669183984398,1025.9539879094532,56.33904337813496
2020-01-07 01:00,15.023904224397848,1026.6154867296043,54.11316968611436
2020-01-07 02:00,14.621399737545289,1026.7590904039464,54.91152251626245
2020-01-07 03:00,14.20870714961202,1026.8297049397302,55.38096882601525
2020-01-07 04:00,13.913200049946317,1026.2474961944388,55.80295979530983
2020-01-07 05:00,13.678833046375075,1025.7962850115725,56.4446349319476
2020-01-07 06:00,13.439371744007804,1026.1314691228217,56.72818708897778
2020-01-07 07:00,13.240670300327475,1026.9735951373573,57.28229522009123
2020-01-07 08:00,12.78213019669638,1027.7305697048591,53.5482452240624
2020-01-07 09:00,12.802509706799174,1027.682972046553,55.17267111612023
2020-01-07 10:00,12.965545955259586,1027.767662032827,53.700700086942526
2020-01-07 11:00,13.092918231734075,1026.6685890655936,52.753654855550074
2020-01-07 12:00,13.362948059436167,1025.5910700286556,52.07532000447943
2020-01-07 13:00,13.398612437420525,1024.9935916530571,51.55332328672066
2020-01-07 14:00,13.393517525406788,1025.0123883745398,51.05044923104645
2020-01-07 15:00,13.632978704664856,1024.8687815413211,52.282495673334665
2020-01-07 16:00,14.21889706706279,1024.8709504986498,53.622941019987316
2020-01-07 17:00,14.488930303696543,1024.6955180767764,54.09082698877742
2020-01-07 18:00,13.739972205326193,1024.1446192044907,50.57510298259865
2020-01-07 19:00,13.296714252443053,1023.697871970594,52.54416540371434
2020-01-07 20:00,12.970640842826105,1023.5583147059094,53.88198539655126
2020-01-07 21:00,12.731181441812078,1022.7707870923919,56.332177425163174
2020-01-07 22:00,12.980830618832261,1021.6857762732911,59.83703735997619
2020-01-07 23:00,13.317093880125322,1020.7180566234238,60.71358443808017
