time,temp,press,hum
2019-12-22 00:00,15.523216112010413,1021.7120390053045,58.95400037610152
2019-12-22 01:00,15.242989708483218,1022.2578593948826,61.38932846854379
2019-12-22 02:00,14.978049191180617,1021.8944705428169,62.87227049364673
2019-12-22 03:00,14.71310946084559,1021.8606549656357,63.36357045405509
2019-12-22 04:00,14.473645381681854,1021.2380606298527,63.545218669490204
2019-12-22 05:00,14.295321485050954,1021.2125233048786,63.11476249062547
2019-12-22 06:00,14.116997944941977,1021.7081611877097,64.06562771055263
2019-12-22 07:00,13.928484875918366,1022.7073755548201,64.4565853151006
2019-12-22 08:00,13.745067137130537,1022.5353446756212,65.18323481573935
2019-12-22 09:00,13.429181915614754,1022.6059312426012,62.21335735347537
2019-12-22 10:00,13.689022903289878,1022.7699058656418,63.78988495745728
2019-12-22 11:00,13.541270091966727,1021.424345706124,59.54240668539884
2019-12-22 12:00,13.311998972768198,1020.4628768652792,57.93230901600009
2019-12-22 13:00,13.281429534737253,1019.5894768139451,58.98026963723906
2019-12-22 14:00,13.245765203610063,1018.8446017476733,60.042973842055936
2019-12-22 15:00,13.286524440348149,1018.3377313103734,61.30077603235737
2019-12-22 16:00,13.87244052682654,1018.1426589733317,64.52008217237766
2019-12-22 17:00,14.39722081089858,1017.4315957699714,63.9181652531446
2019-12-22 18:00,14.550070017948746,1018.099600937257,64.9321237188523
2019-12-22 19:00,14.427790631353854,1016.7417771968569,66.02581998940194
2019-12-22 20:00,14.90162418820546,1017.2609108095068,66.91787319830694
2019-12-22 21:00,15.023904224397848,1015.899828379819,67.82216121601999
2019-12-22 22:00,14.616304755682359,1015.520120564987,66.31305580468262
2019-12-22 23:00,14.855769217852503,1014.0531765461154,67.37523736253218
