time,temp,press,hum
2019-11-09 00:00,22.121528562554158,1017.7161378607594,52.064317926066764
2019-11-09 01:00,21.92790317684412,1017.6437672173213,52.15285717435219
2019-11-09 02:00,21.65784741966636,1017.5828277985039,52.23867000533286
2019-11-09 03:00,21.418364696297793,1017.3782866803017,52.794956109557525
2019-11-09 04:00,21.19416868686676,1017.8094915922477,53.22982812557708
2019-11-09 05:00,20.944496521312978,1017.9758330430066,53.03092415940654
2019-11-09 06:00,20.6642530862242,1018.5343366142496,53.826322076737625
2019-11-09 07:00,20.455344916466856,1018.8785965727827,53.876177907427234
2019-11-09 08:00,20.27191375615657,1019.5420544973714,54.44240763195243
2019-11-09 09:00,20.170007718965643,1019.150191849599,52.77108694670869
2019-11-09 10:00,20.205674818740228,1018.7665400035933,52.13571904689779
2019-11-09 11:00,20.35853397930041,1017.8857437091848,51.14600041887656
2019-11-09 12:00,20.521584039274604,1016.6057169040479,51.33038506798975
2019-11-09 13:00,20.980163930752315,1015.511500328959,55.086893726663554
2019-11-09 14:00,21.62727512131096,1015.0888431005624,56.125947246484905
2019-11-09 15:00,22.717693573335417,1014.7042359077373,52.8569588193025
2019-11-09 16:00,23.476918029785157,1014.8783430604839,47.27169623466047
2019-11-09 17:00,23.247621371975402,1014.804301482453,45.19658116645319
2019-11-09 18:00,22.712598129012623,1015.279767207988,45.66416691456575
2019-11-09 19:00,22.25910474989214,1015.3329303471947,47.24936058294917
2019-11-09 20:00,21.810709068604048,1015.4769365924093,49.04735813679552
2019-11-09 21:00,21.326648078882137,1015.754836942233,53.09230792675944
2019-11-09 22:00,21.020926701859572,1015.4683558453768,52.116527700234485
2019-11-09 23:00,20.633681128383614,1014.9353238877818,54.62001261127177
