time,temp,press,hum
2019-11-27 00:00,15.25827476233826,1029.5134490601158,68.9525403844681
2019-11-27 01:00,15.253179744095542,1028.7075376388616,68.58972366435282
2019-11-27 02:00,15.278654838219518,1028.3932699176542,69.3268430406193
2019-11-27 03:00,15.293939898186363,1027.6493353779917,69.99580376903342
2019-11-27 04:00,15.25827476233826,1027.1766359698906,69.13892159805138
2019-11-27 05:00,15.217514624545583,1026.420492685724,69.4050113778381
2019-11-27 06:00,15.146184428228299,1025.8327179505343,69.21324973226842
2019-11-27 07:00,14.876149201765656,1026.0085882449557,66.53302225687743
2019-11-27 08:00,14.799724286101991,1026.0992262561863,68.62318061063988
2019-11-27 09:00,14.758964357856893,1025.7007330816868,69.36481887987163
2019-11-27 10:00,14.662159602926113,1024.9055567044768,68.18368585385976
2019-11-27 11:00,14.657064618734875,1023.908308176658,69.93080971369317
2019-11-27 12:00,14.72839442389668,1022.5455118018131,70.03457844487893
2019-11-27 13:00,14.753869368135929,1020.968002073522,69.57642512532408
2019-11-27 14:00,14.79462929405272,1020.2675049427257,69.02622403937251
2019-11-27 15:00,14.825199250713922,1019.3850190290283,68.58887498159697
2019-11-27 16:00,14.774249328766018,1019.3269519789974,68.11436472526357
2019-11-27 17:00,14.697824500413844,1019.1162786940904,67.42595693649208
2019-11-27 18:00,14.560259974398651,1019.3795619279482,67.07470105167837
2019-11-27 19:00,14.539880062662997,1019.4277016592257,67.15599418958251
2019-11-27 20:00,14.504215228330576,1018.763878910096,68.03760732488911
2019-11-27 21:00,14.43798057383392,1018.6252783119229,69.73293679481125
2019-11-27 22:00,14.550070017948746,1018.5937544795572,75.93724351332416
2019-11-27 23:00,14.69272951418534,1018.1741051035249,75.46005909135518
